marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name
2021 Mazda BT-50,white,DIESEL,MAZDA,AUTOMATIC,313174,20000,QLD,2021,BT-50,3.5,3.0,4.0,Dual-Cab UTE,4WD,BT-50
2019 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,120000,66000,QLD,2019,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX
2008 Lexus Lexus IS 250,charcoal,PETROL,LEXUS,AUTOMATIC,126000,13000,QLD,2008,Lexus IS 250,3.0,4.0,3.0,Sedan,RWD,LEXUS-IS-250
2012 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,MANUAL,210000,6450,QLD,2012,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER
2010 Mitsubishi Lancer,black,OTHER,MITSUBISHI,AUTOMATIC,260000,8750,QLD,2010,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER
2019 Mazda 3 g20 turning,red,PETROL,MAZDA,AUTOMATIC,124000,18890,QLD,2019,3 g20 turning,3.0,3.5,2.0,Hatchback,FWD,3
2017 Mazda Mazda3,silver,PETROL,MAZDA,AUTOMATIC,73000,12900,QLD,2017,Mazda3,3.2,3.5,2,Hatchback,FWD,3
2017 Nissan Patrol,black,PETROL,NISSAN,AUTOMATIC,214000,54000,QLD,2017,Patrol,3.5,3.5,5,Large SUV,4WD,PATROL
2022 LDV t60 max,white,DIESEL,LDV,AUTOMATIC,37000,26900,QLD,2022,t60 max,2.5,2.0,4.0,Dual-Cab UTE,4WD,T60-MAX
2010 Audi TTS,black,PETROL,AUDI,MANUAL,119000,23500,QLD,2010,tts,4.0,4.0,2.0,Coupe,AWD,TTS
2010 Audi Q7,white,DIESEL,AUDI,AUTOMATIC,188200,14999,VIC,2010,Q7,3.5,4.0,4.5,Large SUV,AWD,Q7
2012 Mitsubishi Galant,white,DIESEL,MITSUBISHI,AUTOMATIC,296000,6500,QLD,2012,Galant,2.0,2.0,3.0,Sedan,FWD,GALANT
2002 Ford Fairlane,grey,OTHER,FORD,AUTOMATIC,220000,7000,SA,2002,Fairlane,2.5,3.5,4.5,Sedan,RWD,FAIRLANE
2003 Nissan Navara,silver,DIESEL,NISSAN,MANUAL,271468,4500,QLD,2003,Navara,2.5,2.0,4.0,Dual-Cab UTE,4WD,NAVARA
2006 HINO dutro,white,DIESEL,HINO,MANUAL,321858,45000,WA,2006,dutro,1.5,1.0,5.0,Truck,RWD,DUTRO
2015 BMW X3,white,DIESEL,BMW,AUTOMATIC,165403,19990,WA,2015,X3,3.5,4.0,3.0,Compact SUV,AWD,X3
2019 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,162779,26999,QLD,2019,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER
2000 HSV Club Sport,black,PETROL,HSV,MANUAL,180000,35000,NSW,2000,Club Sport,4.0,4.0,4.0,Sedan,RWD,CLUB-SPORT
2008 Subaru Impreza,charcoal,PETROL,SUBARU,AUTOMATIC,196000,4500,NSW,2008,Impreza,3.0,2.5,2.0,Hatchback,AWD,IMPREZA
2003 Nissan Pulsar,silver,PETROL,NISSAN,AUTOMATIC,70000,4250,NSW,2003,Pulsar,2.5,2.0,2.0,Hatchback,FWD,PULSAR
2011 Honda Civic,silver,PETROL,HONDA,MANUAL,167000,8000,NSW,2011,Civic,2.5,3.0,2.0,Sedan,FWD,CIVIC
2016 Mercedes-Benz Mercedes-Benz 250SE,red,OTHER,MERCEDES-BENZ,AUTOMATIC,83000,24500,NSW,2016,Mercedes-Benz 250SE,3.5,4.0,3.0,Sedan,RWD,250SE
2020 Suzuki Jimny,yellow,PETROL,SUZUKI,AUTOMATIC,72000,32990,NSW,2020,Jimny,2.5,2.0,1.5,Compact SUV,4WD,JIMNY
2017 Land Rover Range Rover Sport,white,DIESEL,LAND-ROVER,AUTOMATIC,96000,48000,NSW,2017,Range Rover Sport,3.5,4.5,4.0,Large SUV,4WD,RANGE-ROVER-SPORT
2013 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,193000,12500,NSW,2013,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY
2014 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,AUTOMATIC,69902,16500,NSW,2014,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF
2013 Toyota Corolla,orange,PETROL,TOYOTA,AUTOMATIC,227670,12500,NSW,2013,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA
2001 Holden Rodeo,grey,PETROL,HOLDEN,MANUAL,280000,3250,NSW,2001,Rodeo,2.5,2.0,3.0,Dual-Cab UTE,4WD,RODEO
2008 Toyota Hiace,white,PETROL,TOYOTA,AUTOMATIC,245000,15000,NSW,2008,Hiace,2.5,1.5,4.0,Cargo van,RWD,HIACE
2002 Holden Monaro,orange,PETROL,HOLDEN,AUTOMATIC,245124,28999,NSW,2002,Monaro,4.0,3.5,4.0,Coupe,RWD,MONARO
2004 Toyota RAV4,black,PETROL,TOYOTA,AUTOMATIC,340000,5500,NSW,2004,RAV4,2.5,2.0,2.0,Compact SUV,AWD,RAV4
2023 Subaru Forester,blue,PETROL,SUBARU,AUTOMATIC,15000,41000,NSW,2023,Forester,3.5,3.5,3,SUV,AWD,FORESTER
2015 Hyundai Veloster,blue,PETROL,HYUNDAI,MANUAL,120000,12500,NSW,2015,Veloster,3.0,2.5,2.0,Hatchback,FWD,VELOSTER
2019 Suzuki Jimny,white,PETROL,SUZUKI,AUTOMATIC,72000,30500,NSW,2019,Jimny,2.0,2.0,1.0,Compact SUV,4WD,JIMNY
2010 Mazda Mazda3,silver,PETROL,MAZDA,MANUAL,225000,4500,NSW,2010,Mazda3,3.0,2.5,2.0,Hatchback,FWD,3
2023 Volkswagen arteon 206tsi r-line 3h auto 4motion my23,blue,PETROL,VOLKSWAGEN,AUTOMATIC,16800,56999,WA,2023,arteon 206tsi r-line 3h auto 4motion my23,4.2,4.5,3.8,Liftback,AWD,ARTEON
2020 Hyundai i30,grey,OTHER,HYUNDAI,MANUAL,31000,35550,NSW,2020,i30,3.0,3.0,2.0,Hatchback,FWD,I30
2018 Nissan NAVARA D23 SERIES III MY18 SL (4x4) AUTOMATIC LOW KMS,white,DIESEL,NISSAN,AUTOMATIC,75813,31995,WA,2018,navara d23 series iii my18 sl (4x4) automatic low kms,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2014 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,90000,31500,WA,2014,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2020 Toyota Landcruiser,white,DIESEL,TOYOTA,MANUAL,126000,54990,WA,2020,Landcruiser,3.5,4.0,5.0,Large SUV,4WD,LAND-CRUISER
2008 Holden Rodeo,white,PETROL,HOLDEN,MANUAL,185000,5000,WA,2008,Rodeo,2.5,2.0,4.0,Dual-Cab UTE,4WD,RODEO
2016 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,268747,9000,WA,2016,Outlander,3.0,3.0,3.0,Medium SUV,AWD,OUTLANDER
2005 Kia Cerato,white,PETROL,KIA,AUTOMATIC,185000,5500,WA,2005,Cerato,2.5,2.0,2.0,Sedan,FWD,CERATO
2011 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,285833,10000,WA,2011,Patrol,3.5,3.0,4.5,Large SUV,4WD,PATROL
2010 Ford Falcon,grey,PETROL,FORD,MANUAL,252550,13000,WA,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2009 Ford Ranger,white,DIESEL,FORD,MANUAL,323000,4000,WA,2009,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER
2015 Ford Ranger Wildtrak,black,DIESEL,FORD,AUTOMATIC,188000,29000,WA,2015,ranger wildtrak,3.5,4.0,4.5,Dual-Cab UTE,4WD,RANGER
2009 Toyota Aurion,silver,PETROL,TOYOTA,AUTOMATIC,250000,8700,WA,2009,Aurion,3.5,2.5,3.0,Sedan,FWD,AURION
2009 Ford Falcon,grey,PETROL,FORD,AUTOMATIC,211000,13000,WA,2009,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2001 Subaru Impreza,silver,PETROL,SUBARU,AUTOMATIC,275590,6000,WA,2001,Impreza,3.2,2.5,2,Sedan,AWD,IMPREZA
2023 Ford ranger raptor,white,PETROL,FORD,AUTOMATIC,56000,85000,SA,2023,ranger raptor,4.5,4.0,5,Dual-Cab UTE,4WD,RANGER-RAPTOR
2025 Volkswagen Golf 8.5 GTI,white,PETROL,VOLKSWAGEN,AUTOMATIC,1501,64990,SA,2025,golf 8.5 gti,4.0,4.0,2.0,Hatchback,FWD,GOLF
2010 Peugeot partner l2 camper,white,DIESEL,PEUGEOT,MANUAL,362000,5300,SA,2010,partner l2 camper,2.0,2.0,4.0,Van,FWD,PARTNER
2008 Nissan Maxima,grey,PETROL,NISSAN,AUTOMATIC,168500,7500,SA,2008,Maxima,3.2,3.5,3,Sedan,FWD,MAXIMA
2010 Volkswagen Golf,grey,DIESEL,VOLKSWAGEN,MANUAL,108000,4600,SA,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF
2013 Mitsubishi tritón mn,white,DIESEL,MITSUBISHI,MANUAL,206500,11500,SA,2013,tritón mn,3.0,2.5,4.0,Dual-Cab UTE,4WD,TRITON
2006 Volvo V50,silver,PETROL,VOLVO,AUTOMATIC,123123,6000,SA,2006,V50,2.5,3.5,2.0,Wagon,AWD,V50
2006 Toyota Corolla,blue,PETROL,TOYOTA,AUTOMATIC,251116,5000,SA,2006,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA
2008 MINI Cooper,blue,PETROL,MINI,AUTOMATIC,147106,11000,SA,2008,Cooper,3.0,3.5,2.0,Hatchback,FWD,COOPER
2012 BMW 328i,blue,PETROL,BMW,AUTOMATIC,186000,15000,VIC,2012,series 3,3.5,4.0,3.0,Sedan,RWD,328I
2008 Honda Civic TYPE-R,silver,PETROL,HONDA,MANUAL,167047,17900,VIC,2008,civic type-r,4.0,3.0,2.0,Hatchback,FWD,CIVIC-TYPE-R
2002 Honda Accord,silver,PETROL,HONDA,AUTOMATIC,177532,2600,VIC,2002,Accord,3.0,3.0,3.0,Sedan,FWD,ACCORD
2015 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,200000,24000,VIC,2015,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2014 Renault  R.S,grey,PETROL,RENAULT,MANUAL,98000,13500,SA,2014,r.s,4.5,3.5,2.0,Hatchback,FWD,CLIO-RS
2013 Toyota Yaris,white,PETROL,TOYOTA,AUTOMATIC,172221,8999,VIC,2013,Yaris,2.5,2.0,1.0,Hatchback,FWD,YARIS
2010 Toyota Yaris,blue,PETROL,TOYOTA,MANUAL,184000,4999,VIC,2010,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS
2009 Nissan Murano,brown,PETROL,NISSAN,AUTOMATIC,205778,8999,VIC,2009,Murano,3.0,3.5,4.0,SUV,AWD,MURANO
2012 Honda Jazz,grey,PETROL,HONDA,AUTOMATIC,137257,10888,VIC,2012,Jazz,2.0,2.0,2.0,Hatchback,FWD,JAZZ
2020 Lexus RX 450h f sport,black,HYBRID,LEXUS,AUTOMATIC,44000,67000,VIC,2020,rx 450h f sport,3.8,4.5,4,SUV,AWD,RX-450H
2017 Nissan Serena Serena Welcab,white,HYBRID,NISSAN,AUTOMATIC,135533,29990,VIC,2017,serena serena welcab,2.0,2.5,4.0,Passenger van,FWD,SERENA
2013 Mercedes-Benz 190 E,white,PETROL,MERCEDES-BENZ,AUTOMATIC,209000,13300,VIC,2013,190 E,2.5,4.0,3.0,Sedan,RWD,190-E
2009 Subaru Forester,red,PETROL,SUBARU,AUTOMATIC,175000,7500,QLD,2009,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER
2017 Mazda CX-3,blue,PETROL,MAZDA,AUTOMATIC,80239,23000,QLD,2017,CX-3,2.5,3.5,2,Compact SUV,FWD,CX-3
2007 Mercedes-Benz Vito,white,DIESEL,MERCEDES-BENZ,MANUAL,166000,35999,QLD,2007,Vito,2.5,3.0,4.0,Van,RWD,VITO
2014 Audi A5,black,OTHER,AUDI,AUTOMATIC,85800,19900,QLD,2014,A5,3.5,4.0,3.0,Coupe,AWD,A5
2021 Chevrolet Silverado,grey,PETROL,CHEVROLET,AUTOMATIC,89000,129000,QLD,2021,Silverado,3.8,3.5,5.0,Dual-Cab UTE,4WD,SILVERADO
2019 Renault Koleos,black,PETROL,RENAULT,AUTOMATIC,82767,18790,QLD,2019,Koleos,2.5,3.5,3,Medium SUV,AWD,KOLEOS
2005 Mazda E2000i,white,PETROL,MAZDA,MANUAL,295000,14400,QLD,2005,e2000i,2.0,1.5,3.0,Van,RWD,E2000I
2018 Honda Civic,white,PETROL,HONDA,AUTOMATIC,177524,20500,QLD,2018,Civic,3.5,3.0,2.0,Sedan,FWD,CIVIC
2005 Ford F-250,silver,OTHER,FORD,AUTOMATIC,398000,50000,QLD,2005,F-250,3.5,2.0,5.0,Truck,4WD,F-250
2011 Mazda Mazda2,white,PETROL,MAZDA,AUTOMATIC,199336,5000,QLD,2011,mazda2,2.5,2.0,1.5,Hatchback,FWD,2
2012 Nissan Navara,black,DIESEL,NISSAN,AUTOMATIC,240000,9999,QLD,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA
2005 Honda Civic,grey,OTHER,HONDA,AUTOMATIC,121034,3000,QLD,2005,Civic,2.5,2.0,2.0,Sedan,FWD,CIVIC
2013 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,AUTOMATIC,290000,5500,QLD,2013,Amarok,3.5,3.0,4.0,Dual-Cab UTE,4WD,AMAROK
2013 Lexus is350 x,black,PETROL,LEXUS,AUTOMATIC,175663,18000,QLD,2013,is350 x,4.0,4.5,3.0,Sedan,RWD,IS350
2000 Nissan Patrol,red,PETROL,NISSAN,MANUAL,382000,12000,QLD,2000,Patrol,2.5,2.0,4.0,SUV,4WD,PATROL
2021 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,89684,30000,QLD,2021,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER
2016 Mitsubishi Mirage,red,OTHER,MITSUBISHI,MANUAL,88000,5900,QLD,2016,Mirage,1.5,1.5,1.0,Hatchback,FWD,MIRAGE
2011 Dodge Journey,blue,PETROL,DODGE,AUTOMATIC,110610,10000,NSW,2011,Journey,2.5,2.0,3.0,People mover,FWD,JOURNEY
2021 Toyota hilux rogue,red,DIESEL,TOYOTA,AUTOMATIC,87753,55800,QLD,2021,hilux rogue,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX
2005 Ford Falcon,green,PETROL,FORD,AUTOMATIC,305000,4800,VIC,2005,Falcon,3.0,2.0,4.0,Sedan,RWD,FALCON
2014 Alfa Romeo Giulietta,blue,PETROL,ALFA-ROMEO,AUTOMATIC,148000,4900,VIC,2014,Giulietta,3.5,3.5,2,Hatchback,FWD,GIULIETTA
2000 Holden Caprice,gold,PETROL,HOLDEN,AUTOMATIC,240000,23500,QLD,2000,Caprice,3.5,4.0,4.5,Limousine,RWD,CAPRICE
2022 Mazda BT-50,white,DIESEL,MAZDA,AUTOMATIC,33000,55000,WA,2022,BT-50,3.5,3.5,4,Dual-Cab UTE,4WD,BT-50
2006 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,350000,3200,WA,2006,Camry,2.5,2.5,3.0,Sedan,FWD,CAMRY
2022 Toyota Camry,white,HYBRID,TOYOTA,AUTOMATIC,186000,29000,NSW,2022,Camry,3.2,3.5,3.0,Sedan,FWD,CAMRY
2024 Mitsubishi Outlander,silver,HYBRID,MITSUBISHI,AUTOMATIC,13500,65000,WA,2024,Outlander,3.5,3.5,4,Medium SUV,AWD,OUTLANDER
2009 Toyota Hilux,white,PETROL,TOYOTA,AUTOMATIC,319190,10999,WA,2009,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2020 Hyundai Tucson,black,PETROL,HYUNDAI,MANUAL,39000,26500,WA,2020,Tucson,3.0,3.5,3,Medium SUV,FWD,TUCSON
2014 Toyota Landcruiser Prado,black,DIESEL,TOYOTA,AUTOMATIC,182785,38000,SA,2014,Landcruiser Prado,3.5,3.5,4,Large SUV,4WD,LANDCRUISER-PRADO
2018 Hyundai Kona,white,PETROL,HYUNDAI,AUTOMATIC,85000,20500,WA,2018,Kona,2.5,3.0,2.0,Compact SUV,FWD,KONA
2015 Volkswagen golf tsi blue motion,blue,PETROL,VOLKSWAGEN,AUTOMATIC,71620,13990,WA,2015,golf tsi blue motion,3.0,3.0,2.0,Hatchback,FWD,GOLF
2018 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,86000,19000,WA,2018,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY
2010 Mazda Mazda3,grey,PETROL,MAZDA,MANUAL,188799,4500,WA,2010,Mazda3,3.0,2.5,2.0,Hatchback,FWD,3
2018 Toyota Corolla,white,HYBRID,TOYOTA,AUTOMATIC,285000,15900,WA,2018,Corolla,3.0,3.5,2.0,Sedan,FWD,COROLLA
2016 Ford custom,white,DIESEL,FORD,MANUAL,228000,12000,WA,2016,custom,2.5,2.0,4.0,Van,RWD,CUSTOM
2007 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,177000,8000,WA,2007,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2002 Kia Sorento,white,PETROL,KIA,AUTOMATIC,158000,9000,WA,2002,Sorento,2.5,2.0,4.0,Large SUV,4WD,SORENTO
2015 Mitsubishi Lancer ES Sport ,white,PETROL,MITSUBISHI,AUTOMATIC,119420,13000,WA,2015,lancer es sport,2.5,2.0,2.0,Sedan,FWD,LANCER
2019 Toyota Toyota Vitz,silver,PETROL,TOYOTA,AUTOMATIC,48000,18500,WA,2019,Toyota Vitz,2.0,1.5,1.0,Hatchback,FWD,VITZ
2010 HINO 300 series,white,DIESEL,HINO,MANUAL,386536,25000,WA,2010,300 series,2.0,1.0,5.0,Truck,RWD,300-SERIES
2011 Subaru Impreza,silver,PETROL,SUBARU,MANUAL,206612,6250,WA,2011,Impreza,3.0,2.5,2.0,Hatchback,AWD,IMPREZA
2007 Mercedes-Benz ML350 PETROL,black,PETROL,MERCEDES-BENZ,AUTOMATIC,249802,6000,WA,2007,ml350 petrol,3.0,4.0,4.0,Large SUV,4WD,ML350
2005 Honda Accord,grey,PETROL,HONDA,AUTOMATIC,370865,4995,VIC,2005,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD
2009 Toyota Toyota bB,silver,PETROL,TOYOTA,AUTOMATIC,290000,8200,VIC,2009,Toyota bB,2.5,2.0,2.0,Hatchback,FWD,BB
2013 Ford Ranger,grey,DIESEL,FORD,AUTOMATIC,130000,20000,VIC,2013,Ranger,3.5,2.5,4,Dual-Cab UTE,4WD,RANGER
2010 Hyundai Getz,red,PETROL,HYUNDAI,MANUAL,171589,4300,VIC,2010,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ
2009 Toyota CAMRY ALTISE,black,PETROL,TOYOTA,AUTOMATIC,226000,7999,VIC,2009,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY
2015 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,190200,45000,VIC,2015,Landcruiser Prado,3.0,3.5,4.5,Large SUV,4WD,LANDCRUISER-PRADO
2021 Audi Q5,grey,PETROL,AUDI,AUTOMATIC,53000,70000,VIC,2021,Q5,3.5,4.0,3.0,Medium SUV,AWD,Q5
2019 Subaru Outback,grey,PETROL,SUBARU,AUTOMATIC,74358,19900,VIC,2019,Outback,3.2,3.5,4,Crossover,AWD,OUTBACK
2013 Mercedes-Benz B250,white,PETROL,MERCEDES-BENZ,AUTOMATIC,70000,14650,VIC,2013,b-class,3.5,3.5,2,Hatchback,FWD,B250
2016 Hyundai Genesis,silver,PETROL,HYUNDAI,AUTOMATIC,57000,26500,VIC,2016,Genesis,3.5,4.0,4.0,Sedan,RWD,GENESIS
2010 Toyota Camry,blue,PETROL,TOYOTA,AUTOMATIC,261000,6000,VIC,2010,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY
2003 BMW 530i wagon,red,PETROL,BMW,AUTOMATIC,360000,17000,VIC,2003,530i wagon,3.5,4.0,4,Wagon,RWD,530I
2000 Holden Commodore,red,PETROL,HOLDEN,MANUAL,245000,25000,SA,2000,Commodore,3.5,2.5,4,Sedan,RWD,COMMODORE
2006 Lexus Lexus IS 250,silver,PETROL,LEXUS,AUTOMATIC,244000,5500,VIC,2006,Lexus IS 250,3.5,4.0,3.0,Sedan,RWD,IS-250
2008 Ford Mondeo,silver,PETROL,FORD,MANUAL,194335,7800,SA,2008,Mondeo,3.0,2.5,3.0,Sedan,FWD,MONDEO
2023 Suzuki Jimny,beige,OTHER,SUZUKI,AUTOMATIC,26000,30000,VIC,2023,Jimny,2.0,2.0,1.0,Compact SUV,4WD,JIMNY
2008 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,438894,11999,VIC,2008,Patrol,2.5,3.0,4.0,Large SUV,4WD,PATROL
2013 Nissan Patrol,grey,OTHER,NISSAN,AUTOMATIC,180000,47000,SA,2013,Patrol,3.5,3.0,5.0,Large SUV,4WD,PATROL
2011 Hyundai Ix35,blue,DIESEL,HYUNDAI,AUTOMATIC,189000,8000,SA,2011,Ix35,3.0,2.5,2.0,Compact SUV,FWD,IX35
2010 BMW 750 li,white,OTHER,BMW,AUTOMATIC,146000,29990,SA,2010,750 li,4.5,5.0,4.0,Limousine,RWD,750-LI
2012 Mercedes-Benz Mercedes-Benz ML250,white,OTHER,MERCEDES-BENZ,AUTOMATIC,255992,14000,SA,2012,Mercedes-Benz ML250,2.5,4.0,4.0,SUV,4WD,ML250
2006 Ford Focus,blue,PETROL,FORD,AUTOMATIC,190000,3450,SA,2006,Focus,2.5,2.0,2.0,Hatchback,FWD,FOCUS
2016 Volkswagen Golf,blue,PETROL,VOLKSWAGEN,MANUAL,240000,5800,SA,2016,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF
2017 Mitsubishi Outlander,black,PETROL,MITSUBISHI,AUTOMATIC,146000,15800,SA,2017,Outlander,2.5,3.0,3.0,Medium SUV,AWD,OUTLANDER
2021 HINO Ranger 1124,white,DIESEL,HINO,MANUAL,190000,110000,SA,2021,ranger 1124,3.5,1.5,5,Truck,4WD,RANGER-1124
2008 Nissan X-Trail,brown,PETROL,NISSAN,AUTOMATIC,311000,4999,SA,2008,X-Trail,2.5,2.5,3.0,Compact SUV,AWD,X-TRAIL
2015 Hyundai Veloster,white,PETROL,HYUNDAI,AUTOMATIC,151500,14750,SA,2015,Veloster,3.0,2.5,2.0,Hatchback,FWD,VELOSTER
2016 Audi Q5,grey,DIESEL,AUDI,AUTOMATIC,136002,22000,NSW,2016,Q5,3.2,3.5,3.0,Medium SUV,AWD,Q5
2015 Ford Territory,black,OTHER,FORD,AUTOMATIC,52000,3000,NSW,2015,Territory,3.5,3.0,4.5,Large SUV,RWD,TERRITORY
2013 Toyota Hiace,white,DIESEL,TOYOTA,MANUAL,324520,10000,NSW,2013,Hiace,2.5,1.5,4.0,Cargo Van,RWD,HIACE
2013 Nissan Dualis ,silver,PETROL,NISSAN,AUTOMATIC,204000,7000,NSW,2013,dualis,2.5,2.0,2.0,Compact SUV,AWD,DUALIS
2006 Holden Astra,grey,PETROL,HOLDEN,AUTOMATIC,125000,3500,NSW,2006,Astra,2.5,2.0,2.0,Hatchback,FWD,ASTRA
2014 Toyota Landcruiser,grey,DIESEL,TOYOTA,MANUAL,73000,135000,NSW,2014,Landcruiser,3.5,4.0,4.5,Large SUV,4WD,LAND-CRUISER
2001 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,346500,10000,NSW,2001,Landcruiser Prado,2.5,2.0,4.0,Large SUV,4WD,LANDCRUISER-PRADO
2002 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,235200,4000,NSW,2002,Camry,2.5,2.5,3,Sedan,FWD,CAMRY
2011 Iveco Eurocargo ,grey,DIESEL,IVECO,MANUAL,600,32000,NSW,2011,eurocargo,2.0,1.5,4.0,Truck,RWD,EUROCAB
2005 Honda Integra,grey,PETROL,HONDA,AUTOMATIC,249000,8500,SA,2005,Integra,3.5,3.0,2.0,Coupe,FWD,INTEGRA
2009 BMW X5,silver,DIESEL,BMW,AUTOMATIC,318362,3700,NSW,2009,X5,3.5,4.0,4.0,Large SUV,AWD,X5
2012 Ford Focus,white,PETROL,FORD,AUTOMATIC,139000,7500,NSW,2012,Focus,3.0,2.5,2.0,Hatchback,FWD,FOCUS
2014 Subaru XV,black,PETROL,SUBARU,AUTOMATIC,174900,13000,NSW,2014,XV,3.0,2.5,2.0,Compact SUV,AWD,XV
2014 Toyota Vellfire,white,PETROL,TOYOTA,AUTOMATIC,130000,32800,NSW,2014,vellfire,2.5,4.0,5.0,People mover,FWD,VELLFIRE
2003 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,253000,3800,NSW,2003,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY
2015 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,260000,45000,NSW,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2013 Jeep Wrangler Unlimited,black,PETROL,JEEP,AUTOMATIC,102000,25000,NSW,2013,Wrangler Unlimited,3.0,2.5,4.0,SUV,4WD,WRANGLER-UNLIMITED
2012 Toyota RAV4,brown,PETROL,TOYOTA,AUTOMATIC,244726,9995,NSW,2012,RAV4,2.5,2.5,3.0,Compact SUV,AWD,RAV4
2016 Jaguar F-PACE,grey,OTHER,JAGUAR,AUTOMATIC,130000,19000,NSW,2016,F-PACE,3.5,4.0,4.0,Medium SUV,AWD,F-PACE
2004 Hyundai Elantra,silver,PETROL,HYUNDAI,AUTOMATIC,156814,3000,NSW,2004,Elantra,2.5,2.0,2.0,Sedan,FWD,ELANTRA
2018 Mitsubishi Eclipse Cross LS,white,PETROL,MITSUBISHI,AUTOMATIC,90536,18900,QLD,2018,eclipse cross ls,3.0,3.0,2.0,Compact SUV,AWD,ECLIPSE-CROSS
2013 Mitsubishi ASX,grey,PETROL,MITSUBISHI,AUTOMATIC,128000,12399,QLD,2013,ASX,3.0,2.5,2.0,Compact SUV,FWD,ASX
2022 Kia Sportage,white,DIESEL,KIA,AUTOMATIC,111000,30990,QLD,2022,Sportage,3.5,3.5,3.5,Medium SUV,AWD,SPORTAGE
2006 Hyundai Sonata,white,PETROL,HYUNDAI,AUTOMATIC,191000,2500,QLD,2006,Sonata,2.5,2.5,3.0,Sedan,FWD,SONATA
2013 Toyota 86,grey,OTHER,TOYOTA,MANUAL,111000,24600,QLD,2013,86,3.5,2.5,2.0,Coupe,RWD,86
2020 Mazda CX-3,burgundy,PETROL,MAZDA,AUTOMATIC,54000,23000,NSW,2020,CX-3,2.5,3.5,1.5,Compact SUV,FWD,CX-3
2003 Holden Calais,green,PETROL,HOLDEN,AUTOMATIC,240000,9500,QLD,2003,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS
2016 Mitsubishi mq gls triton,white,OTHER,MITSUBISHI,AUTOMATIC,204000,19000,QLD,2016,mq gls triton,3.0,3.0,4.0,Dual-Cab UTE,4WD,TRITON
2003 Toyota hzj105,white,DIESEL,TOYOTA,MANUAL,480000,19000,QLD,2003,hzj105,2.5,2.5,4.5,Large SUV,4WD,HZJ105
