marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name,description
2023 Toyota RAV4,white,HYBRID,TOYOTA,AUTOMATIC,54000,43790,SA,2023,RAV4,3.8,3.5,3.0,Medium SUV,AWD,RAV4,RAV4
2015 Holden Sv6 commodore ,white,PETROL,HOLDEN,AUTOMATIC,193000,15250,SA,2015,sv6 commodore,4.0,3.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2023 MINI Countryman,grey,HYBRID,MINI,AUTOMATIC,36000,34000,QLD,2023,Countryman,3.5,4.0,2.5,Compact SUV,AWD,COUNTRYMAN,COUNTRYMAN
2019 MINI Cooper,orange,PETROL,MINI,AUTOMATIC,22500,28950,QLD,2019,Cooper,3.0,3.5,1.5,Hatchback,FWD,COOPER,COOPER
2013 Ford Focus,white,PETROL,FORD,AUTOMATIC,85600,5999,QLD,2013,Focus,2.8,2.5,2.0,Hatchback,FWD,FOCUS,FOCUS
2021 Mazda BT-50,white,DIESEL,MAZDA,AUTOMATIC,313174,20000,QLD,2021,BT-50,3.5,3.0,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2019 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,120000,66000,QLD,2019,Hilux,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2008 Lexus Lexus IS 250,charcoal,PETROL,LEXUS,AUTOMATIC,126000,13000,QLD,2008,Lexus IS 250,3.0,4.0,3.0,Sedan,RWD,IS,LEXUS-IS-250
2012 Mitsubishi Lancer,grey,PETROL,MITSUBISHI,MANUAL,210000,6450,QLD,2012,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2010 Mitsubishi Lancer,black,OTHER,MITSUBISHI,AUTOMATIC,260000,8750,QLD,2010,Lancer,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2017 Nissan Patrol,black,PETROL,NISSAN,AUTOMATIC,214000,54000,QLD,2017,Patrol,3.5,3.5,5.0,Large SUV,4WD,PATROL,PATROL
2022 LDV t60 max,white,DIESEL,LDV,AUTOMATIC,37000,26900,QLD,2022,t60 max,2.5,2.0,4.0,Dual-Cab UTE,4WD,T60,T60-MAX
2010 Audi TTS,black,PETROL,AUDI,MANUAL,119000,23500,QLD,2010,tts,4.0,4.0,2.0,Coupe,AWD,TT,TTS
2010 Audi Q7,white,DIESEL,AUDI,AUTOMATIC,188200,14999,VIC,2010,Q7,3.5,4.0,4.5,Large SUV,AWD,Q7,Q7
2003 Nissan Navara,silver,DIESEL,NISSAN,MANUAL,271468,4500,QLD,2003,Navara,2.5,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2006 HINO dutro,white,DIESEL,HINO,MANUAL,321858,45000,WA,2006,dutro,1.5,1.0,5.0,Truck,RWD,DUTRO,DUTRO
2015 BMW X3,white,DIESEL,BMW,AUTOMATIC,165403,19990,WA,2015,X3,3.5,4.0,3.0,Compact SUV,AWD,X3,X3
2019 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,162779,26999,QLD,2019,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2008 Subaru Impreza,charcoal,PETROL,SUBARU,AUTOMATIC,196000,4500,NSW,2008,Impreza,3.0,2.5,2.0,Hatchback,AWD,IMPREZA,IMPREZA
2003 Nissan Pulsar,silver,PETROL,NISSAN,AUTOMATIC,70000,4250,NSW,2003,Pulsar,2.5,2.0,2.0,Hatchback,FWD,PULSAR,PULSAR
2011 Honda Civic,silver,PETROL,HONDA,MANUAL,167000,8000,NSW,2011,Civic,2.5,3.0,2.0,Sedan,FWD,CIVIC,CIVIC
2020 Suzuki Jimny,yellow,PETROL,SUZUKI,AUTOMATIC,72000,32990,NSW,2020,Jimny,2.5,2.0,1.5,Compact SUV,4WD,JIMNY,JIMNY
2017 Land Rover Range Rover Sport,white,DIESEL,LAND-ROVER,AUTOMATIC,96000,48000,NSW,2017,Range Rover Sport,3.5,4.5,4.0,Large SUV,4WD,RANGE-ROVER-SPORT,RANGE-ROVER-SPORT
2013 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,193000,12500,NSW,2013,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2014 Volkswagen Golf,grey,PETROL,VOLKSWAGEN,AUTOMATIC,69902,16500,NSW,2014,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2013 Toyota Corolla,orange,PETROL,TOYOTA,AUTOMATIC,227670,12500,NSW,2013,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA,COROLLA
2001 Holden Rodeo,grey,PETROL,HOLDEN,MANUAL,280000,3250,NSW,2001,Rodeo,2.5,2.0,3.0,Dual-Cab UTE,4WD,RODEO,RODEO
2008 Toyota Hiace,white,PETROL,TOYOTA,AUTOMATIC,245000,15000,NSW,2008,Hiace,2.5,1.5,4.0,Cargo van,RWD,HIACE,HIACE
2002 Holden Monaro,orange,PETROL,HOLDEN,AUTOMATIC,245124,28999,NSW,2002,Monaro,4.0,3.5,4.0,Coupe,RWD,MONARO,MONARO
2004 Toyota RAV4,black,PETROL,TOYOTA,AUTOMATIC,340000,5500,NSW,2004,RAV4,2.5,2.0,2.0,Compact SUV,AWD,RAV4,RAV4
2023 Subaru Forester,blue,PETROL,SUBARU,AUTOMATIC,15000,41000,NSW,2023,Forester,3.5,3.5,3.0,SUV,AWD,FORESTER,FORESTER
2015 Hyundai Veloster,blue,PETROL,HYUNDAI,MANUAL,120000,12500,NSW,2015,Veloster,3.0,2.5,2.0,Hatchback,FWD,VELOSTER,VELOSTER
2019 Suzuki Jimny,white,PETROL,SUZUKI,AUTOMATIC,72000,30500,NSW,2019,Jimny,2.0,2.0,1.0,Compact SUV,4WD,JIMNY,JIMNY
2020 Hyundai i30,grey,OTHER,HYUNDAI,MANUAL,31000,35550,NSW,2020,i30,3.0,3.0,2.0,Hatchback,FWD,I30,I30
2018 Nissan NAVARA D23 SERIES III MY18 SL (4x4) AUTOMATIC LOW KMS,white,DIESEL,NISSAN,AUTOMATIC,75813,31995,WA,2018,navara d23 series iii my18 sl (4x4) automatic low kms,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2014 Toyota Hilux,white,DIESEL,TOYOTA,AUTOMATIC,90000,31500,WA,2014,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2020 Toyota Landcruiser,white,DIESEL,TOYOTA,MANUAL,126000,54990,WA,2020,Landcruiser,3.5,4.0,5.0,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2008 Holden Rodeo,white,PETROL,HOLDEN,MANUAL,185000,5000,WA,2008,Rodeo,2.5,2.0,4.0,Dual-Cab UTE,4WD,RODEO,RODEO
2016 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,268747,9000,WA,2016,Outlander,3.0,3.0,3.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2005 Kia Cerato,white,PETROL,KIA,AUTOMATIC,185000,5500,WA,2005,Cerato,2.5,2.0,2.0,Sedan,FWD,CERATO,CERATO
2011 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,285833,10000,WA,2011,Patrol,3.5,3.0,4.5,Large SUV,4WD,PATROL,PATROL
2010 Ford Falcon,grey,PETROL,FORD,MANUAL,252550,13000,WA,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2009 Ford Ranger,white,DIESEL,FORD,MANUAL,323000,4000,WA,2009,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2015 Ford Ranger Wildtrak,black,DIESEL,FORD,AUTOMATIC,188000,29000,WA,2015,ranger wildtrak,3.5,4.0,4.5,Dual-Cab UTE,4WD,RANGER,RANGER
2009 Ford Falcon,grey,PETROL,FORD,AUTOMATIC,211000,13000,WA,2009,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2001 Subaru Impreza,silver,PETROL,SUBARU,AUTOMATIC,275590,6000,WA,2001,Impreza,3.2,2.5,2.0,Sedan,AWD,IMPREZA,IMPREZA
2023 Ford ranger raptor,white,PETROL,FORD,AUTOMATIC,56000,85000,SA,2023,ranger raptor,4.5,4.0,5.0,Dual-Cab UTE,4WD,RANGER,RANGER-RAPTOR
2025 Volkswagen Golf 8.5 GTI,white,PETROL,VOLKSWAGEN,AUTOMATIC,1501,64990,SA,2025,golf 8.5 gti,4.0,4.0,2.0,Hatchback,FWD,GOLF,GOLF
2008 Nissan Maxima,grey,PETROL,NISSAN,AUTOMATIC,168500,7500,SA,2008,Maxima,3.2,3.5,3.0,Sedan,FWD,MAXIMA,MAXIMA
2010 Volkswagen Golf,grey,DIESEL,VOLKSWAGEN,MANUAL,108000,4600,SA,2010,Golf,2.5,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2013 Mitsubishi tritón mn,white,DIESEL,MITSUBISHI,MANUAL,206500,11500,SA,2013,tritón mn,3.0,2.5,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2006 Toyota Corolla,blue,PETROL,TOYOTA,AUTOMATIC,251116,5000,SA,2006,Corolla,2.5,2.0,2.0,Sedan,FWD,COROLLA,COROLLA
2008 MINI Cooper,blue,PETROL,MINI,AUTOMATIC,147106,11000,SA,2008,Cooper,3.0,3.5,2.0,Hatchback,FWD,COOPER,COOPER
2002 Honda Accord,silver,PETROL,HONDA,AUTOMATIC,177532,2600,VIC,2002,Accord,3.0,3.0,3.0,Sedan,FWD,ACCORD,ACCORD
2015 Holden Commodore,green,PETROL,HOLDEN,AUTOMATIC,200000,24000,VIC,2015,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2014 Renault  R.S,grey,PETROL,RENAULT,MANUAL,98000,13500,SA,2014,r.s,4.5,3.5,2.0,Hatchback,FWD,CLIO,CLIO-RS
2013 Toyota Yaris,white,PETROL,TOYOTA,AUTOMATIC,172221,8999,VIC,2013,Yaris,2.5,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2010 Toyota Yaris,blue,PETROL,TOYOTA,MANUAL,184000,4999,VIC,2010,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2009 Nissan Murano,brown,PETROL,NISSAN,AUTOMATIC,205778,8999,VIC,2009,Murano,3.0,3.5,4.0,SUV,AWD,MURANO,MURANO
2012 Honda Jazz,grey,PETROL,HONDA,AUTOMATIC,137257,10888,VIC,2012,Jazz,2.0,2.0,2.0,Hatchback,FWD,JAZZ,JAZZ
2020 Lexus RX 450h f sport,black,HYBRID,LEXUS,AUTOMATIC,44000,67000,VIC,2020,rx 450h f sport,3.8,4.5,4.0,SUV,AWD,RX,RX-450H
2009 Subaru Forester,red,PETROL,SUBARU,AUTOMATIC,175000,7500,QLD,2009,Forester,3.0,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2017 Mazda CX-3,blue,PETROL,MAZDA,AUTOMATIC,80239,23000,QLD,2017,CX-3,2.5,3.5,2.0,Compact SUV,FWD,CX-3,CX-3
2007 Mercedes-Benz Vito,white,DIESEL,MERCEDES-BENZ,MANUAL,166000,35999,QLD,2007,Vito,2.5,3.0,4.0,Van,RWD,VITO,VITO
2014 Audi A5,black,OTHER,AUDI,AUTOMATIC,85800,19900,QLD,2014,A5,3.5,4.0,3.0,Coupe,AWD,A5,A5
2021 Chevrolet Silverado,grey,PETROL,CHEVROLET,AUTOMATIC,89000,129000,QLD,2021,Silverado,3.8,3.5,5.0,Dual-Cab UTE,4WD,SILVERADO,SILVERADO
2019 Renault Koleos,black,PETROL,RENAULT,AUTOMATIC,82767,18790,QLD,2019,Koleos,2.5,3.5,3.0,Medium SUV,AWD,KOLEOS,KOLEOS
2018 Honda Civic,white,PETROL,HONDA,AUTOMATIC,177524,20500,QLD,2018,Civic,3.5,3.0,2.0,Sedan,FWD,CIVIC,CIVIC
2012 Nissan Navara,black,DIESEL,NISSAN,AUTOMATIC,240000,9999,QLD,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2005 Honda Civic,grey,OTHER,HONDA,AUTOMATIC,121034,3000,QLD,2005,Civic,2.5,2.0,2.0,Sedan,FWD,CIVIC,CIVIC
2013 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,AUTOMATIC,290000,5500,QLD,2013,Amarok,3.5,3.0,4.0,Dual-Cab UTE,4WD,AMAROK,AMAROK
2013 Lexus is350 x,black,PETROL,LEXUS,AUTOMATIC,175663,18000,QLD,2013,is350 x,4.0,4.5,3.0,Sedan,RWD,IS,IS350
2000 Nissan Patrol,red,PETROL,NISSAN,MANUAL,382000,12000,QLD,2000,Patrol,2.5,2.0,4.0,SUV,4WD,PATROL,PATROL
2021 Ford Ranger,white,DIESEL,FORD,AUTOMATIC,89684,30000,QLD,2021,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2016 Mitsubishi Mirage,red,OTHER,MITSUBISHI,MANUAL,88000,5900,QLD,2016,Mirage,1.5,1.5,1.0,Hatchback,FWD,MIRAGE,MIRAGE
2011 Dodge Journey,blue,PETROL,DODGE,AUTOMATIC,110610,10000,NSW,2011,Journey,2.5,2.0,3.0,People mover,FWD,JOURNEY,JOURNEY
2021 Toyota hilux rogue,red,DIESEL,TOYOTA,AUTOMATIC,87753,55800,QLD,2021,hilux rogue,3.5,3.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2005 Ford Falcon,green,PETROL,FORD,AUTOMATIC,305000,4800,VIC,2005,Falcon,3.0,2.0,4.0,Sedan,RWD,FALCON,FALCON
2014 Alfa Romeo Giulietta,blue,PETROL,ALFA-ROMEO,AUTOMATIC,148000,4900,VIC,2014,Giulietta,3.5,3.5,2.0,Hatchback,FWD,GIULIETTA,GIULIETTA
2000 Holden Caprice,gold,PETROL,HOLDEN,AUTOMATIC,240000,23500,QLD,2000,Caprice,3.5,4.0,4.5,Limousine,RWD,CAPRICE,CAPRICE
2022 Mazda BT-50,white,DIESEL,MAZDA,AUTOMATIC,33000,55000,WA,2022,BT-50,3.5,3.5,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2006 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,350000,3200,WA,2006,Camry,2.5,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2022 Toyota Camry,white,HYBRID,TOYOTA,AUTOMATIC,186000,29000,NSW,2022,Camry,3.2,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2024 Mitsubishi Outlander,silver,HYBRID,MITSUBISHI,AUTOMATIC,13500,65000,WA,2024,Outlander,3.5,3.5,4.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2009 Toyota Hilux,white,PETROL,TOYOTA,AUTOMATIC,319190,10999,WA,2009,Hilux,2.5,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2020 Hyundai Tucson,black,PETROL,HYUNDAI,MANUAL,39000,26500,WA,2020,Tucson,3.0,3.5,3.0,Medium SUV,FWD,TUCSON,TUCSON
2014 Toyota Landcruiser Prado,black,DIESEL,TOYOTA,AUTOMATIC,182785,38000,SA,2014,Landcruiser Prado,3.5,3.5,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2018 Hyundai Kona,white,PETROL,HYUNDAI,AUTOMATIC,85000,20500,WA,2018,Kona,2.5,3.0,2.0,Compact SUV,FWD,KONA,KONA
2015 Volkswagen golf tsi blue motion,blue,PETROL,VOLKSWAGEN,AUTOMATIC,71620,13990,WA,2015,golf tsi blue motion,3.0,3.0,2.0,Hatchback,FWD,GOLF,GOLF
2018 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,86000,19000,WA,2018,Camry,3.0,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2018 Toyota Corolla,white,HYBRID,TOYOTA,AUTOMATIC,285000,15900,WA,2018,Corolla,3.0,3.5,2.0,Sedan,FWD,COROLLA,COROLLA
2007 Holden Commodore,white,PETROL,HOLDEN,AUTOMATIC,177000,8000,WA,2007,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2002 Kia Sorento,white,PETROL,KIA,AUTOMATIC,158000,9000,WA,2002,Sorento,2.5,2.0,4.0,Large SUV,4WD,SORENTO,SORENTO
2015 Mitsubishi Lancer ES Sport ,white,PETROL,MITSUBISHI,AUTOMATIC,119420,13000,WA,2015,lancer es sport,2.5,2.0,2.0,Sedan,FWD,LANCER,LANCER
2011 Subaru Impreza,silver,PETROL,SUBARU,MANUAL,206612,6250,WA,2011,Impreza,3.0,2.5,2.0,Hatchback,AWD,IMPREZA,IMPREZA
2005 Honda Accord,grey,PETROL,HONDA,AUTOMATIC,370865,4995,VIC,2005,Accord,3.0,3.5,3.0,Sedan,FWD,ACCORD,ACCORD
2013 Ford Ranger,grey,DIESEL,FORD,AUTOMATIC,130000,20000,VIC,2013,Ranger,3.5,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2010 Hyundai Getz,red,PETROL,HYUNDAI,MANUAL,171589,4300,VIC,2010,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ,GETZ
2009 Toyota CAMRY ALTISE,black,PETROL,TOYOTA,AUTOMATIC,226000,7999,VIC,2009,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2015 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,190200,45000,VIC,2015,Landcruiser Prado,3.0,3.5,4.5,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2021 Audi Q5,grey,PETROL,AUDI,AUTOMATIC,53000,70000,VIC,2021,Q5,3.5,4.0,3.0,Medium SUV,AWD,Q5,Q5
2019 Subaru Outback,grey,PETROL,SUBARU,AUTOMATIC,74358,19900,VIC,2019,Outback,3.2,3.5,4.0,Crossover,AWD,OUTBACK,OUTBACK
2010 Toyota Camry,blue,PETROL,TOYOTA,AUTOMATIC,261000,6000,VIC,2010,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2000 Holden Commodore,red,PETROL,HOLDEN,MANUAL,245000,25000,SA,2000,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2006 Lexus Lexus IS 250,silver,PETROL,LEXUS,AUTOMATIC,244000,5500,VIC,2006,Lexus IS 250,3.5,4.0,3.0,Sedan,RWD,IS,IS-250
2008 Ford Mondeo,silver,PETROL,FORD,MANUAL,194335,7800,SA,2008,Mondeo,3.0,2.5,3.0,Sedan,FWD,MONDEO,MONDEO
2023 Suzuki Jimny,beige,OTHER,SUZUKI,AUTOMATIC,26000,30000,VIC,2023,Jimny,2.0,2.0,1.0,Compact SUV,4WD,JIMNY,JIMNY
2008 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,438894,11999,VIC,2008,Patrol,2.5,3.0,4.0,Large SUV,4WD,PATROL,PATROL
2013 Nissan Patrol,grey,OTHER,NISSAN,AUTOMATIC,180000,47000,SA,2013,Patrol,3.5,3.0,5.0,Large SUV,4WD,PATROL,PATROL
2011 Hyundai Ix35,blue,DIESEL,HYUNDAI,AUTOMATIC,189000,8000,SA,2011,Ix35,3.0,2.5,2.0,Compact SUV,FWD,IX35,IX35
2006 Ford Focus,blue,PETROL,FORD,AUTOMATIC,190000,3450,SA,2006,Focus,2.5,2.0,2.0,Hatchback,FWD,FOCUS,FOCUS
2016 Volkswagen Golf,blue,PETROL,VOLKSWAGEN,MANUAL,240000,5800,SA,2016,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2017 Mitsubishi Outlander,black,PETROL,MITSUBISHI,AUTOMATIC,146000,15800,SA,2017,Outlander,2.5,3.0,3.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2008 Nissan X-Trail,brown,PETROL,NISSAN,AUTOMATIC,311000,4999,SA,2008,X-Trail,2.5,2.5,3.0,Compact SUV,AWD,X-TRAIL,X-TRAIL
2015 Hyundai Veloster,white,PETROL,HYUNDAI,AUTOMATIC,151500,14750,SA,2015,Veloster,3.0,2.5,2.0,Hatchback,FWD,VELOSTER,VELOSTER
2016 Audi Q5,grey,DIESEL,AUDI,AUTOMATIC,136002,22000,NSW,2016,Q5,3.2,3.5,3.0,Medium SUV,AWD,Q5,Q5
2015 Ford Territory,black,OTHER,FORD,AUTOMATIC,52000,3000,NSW,2015,Territory,3.5,3.0,4.5,Large SUV,RWD,TERRITORY,TERRITORY
2013 Toyota Hiace,white,DIESEL,TOYOTA,MANUAL,324520,10000,NSW,2013,Hiace,2.5,1.5,4.0,Cargo Van,RWD,HIACE,HIACE
2013 Nissan Dualis ,silver,PETROL,NISSAN,AUTOMATIC,204000,7000,NSW,2013,dualis,2.5,2.0,2.0,Compact SUV,AWD,DUALIS,DUALIS
2006 Holden Astra,grey,PETROL,HOLDEN,AUTOMATIC,125000,3500,NSW,2006,Astra,2.5,2.0,2.0,Hatchback,FWD,ASTRA,ASTRA
2014 Toyota Landcruiser,grey,DIESEL,TOYOTA,MANUAL,73000,135000,NSW,2014,Landcruiser,3.5,4.0,4.5,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER
2001 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,346500,10000,NSW,2001,Landcruiser Prado,2.5,2.0,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2002 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,235200,4000,NSW,2002,Camry,2.5,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2009 BMW X5,silver,DIESEL,BMW,AUTOMATIC,318362,3700,NSW,2009,X5,3.5,4.0,4.0,Large SUV,AWD,X5,X5
2012 Ford Focus,white,PETROL,FORD,AUTOMATIC,139000,7500,NSW,2012,Focus,3.0,2.5,2.0,Hatchback,FWD,FOCUS,FOCUS
2014 Subaru XV,black,PETROL,SUBARU,AUTOMATIC,174900,13000,NSW,2014,XV,3.0,2.5,2.0,Compact SUV,AWD,XV,XV
2003 Toyota Camry,gold,PETROL,TOYOTA,AUTOMATIC,253000,3800,NSW,2003,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2015 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,260000,45000,NSW,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2013 Jeep Wrangler Unlimited,black,PETROL,JEEP,AUTOMATIC,102000,25000,NSW,2013,Wrangler Unlimited,3.0,2.5,4.0,SUV,4WD,WRANGLER,WRANGLER-UNLIMITED
2012 Toyota RAV4,brown,PETROL,TOYOTA,AUTOMATIC,244726,9995,NSW,2012,RAV4,2.5,2.5,3.0,Compact SUV,AWD,RAV4,RAV4
2004 Hyundai Elantra,silver,PETROL,HYUNDAI,AUTOMATIC,156814,3000,NSW,2004,Elantra,2.5,2.0,2.0,Sedan,FWD,ELANTRA,ELANTRA
2018 Mitsubishi Eclipse Cross LS,white,PETROL,MITSUBISHI,AUTOMATIC,90536,18900,QLD,2018,eclipse cross ls,3.0,3.0,2.0,Compact SUV,AWD,ECLIPSE-CROSS,ECLIPSE-CROSS
2013 Mitsubishi ASX,grey,PETROL,MITSUBISHI,AUTOMATIC,128000,12399,QLD,2013,ASX,3.0,2.5,2.0,Compact SUV,FWD,ASX,ASX
2022 Kia Sportage,white,DIESEL,KIA,AUTOMATIC,111000,30990,QLD,2022,Sportage,3.5,3.5,3.5,Medium SUV,AWD,SPORTAGE,SPORTAGE
2006 Hyundai Sonata,white,PETROL,HYUNDAI,AUTOMATIC,191000,2500,QLD,2006,Sonata,2.5,2.5,3.0,Sedan,FWD,SONATA,SONATA
2020 Mazda CX-3,burgundy,PETROL,MAZDA,AUTOMATIC,54000,23000,NSW,2020,CX-3,2.5,3.5,1.5,Compact SUV,FWD,CX-3,CX-3
2003 Holden Calais,green,PETROL,HOLDEN,AUTOMATIC,240000,9500,QLD,2003,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS,CALAIS
2016 Mitsubishi mq gls triton,white,OTHER,MITSUBISHI,AUTOMATIC,204000,19000,QLD,2016,mq gls triton,3.0,3.0,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2018 Holden  Barina ,black,PETROL,HOLDEN,AUTOMATIC,139000,9550,QLD,2018,Barina,2.5,2.0,1.5,Hatchback,FWD,BARINA,BARINA
2009 Nissan Micra,white,PETROL,NISSAN,AUTOMATIC,136000,4550,QLD,2009,Micra,1.5,1.5,1.0,Hatchback,FWD,MICRA,MICRA
2020 BMW BMW 2 Series 218i M Sport F44,black,PETROL,BMW,AUTOMATIC,45000,34200,NSW,2020,2 series 218i m sport f44,3.0,3.5,2.0,Sedan,FWD,2-SERIES,2-SERIES
2014 Jeep Cherokee,grey,PETROL,JEEP,AUTOMATIC,105000,14000,SA,2014,Cherokee,3.0,3.0,3.0,Medium SUV,AWD,CHEROKEE,CHEROKEE
"2020 Mitsubishi Triton 4x4 Dual Cab 236,000km & Automatic ",white,OTHER,MITSUBISHI,AUTOMATIC,236000,20250,QLD,2020,"236,000km & automatic",3.0,2.5,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2018 Toyota Hilux SR 4x4,white,DIESEL,TOYOTA,AUTOMATIC,204000,56000,QLD,2018,hilux sr 4x4,3.2,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2006 Jeep wrangler: 65 anniversary edition,black,PETROL,JEEP,MANUAL,149231,13500,SA,2006,wrangler: 65 anniversary edition,2.5,2.0,3.0,SUV,4WD,WRANGLER,WRANGLER
2016 Audi a4 sport!,red,PETROL,AUDI,AUTOMATIC,133873,19990,QLD,2016,a4 sport!,3.5,4.0,3.0,Sedan,AWD,A4,A4
2014 Toyota Corolla,red,PETROL,TOYOTA,AUTOMATIC,94000,14299,SA,2014,Corolla,2.5,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2008 Toyota RAV4,black,OTHER,TOYOTA,MANUAL,300,7000,VIC,2008,RAV4,3.0,3.0,3.0,Compact SUV,AWD,RAV4,RAV4
2012 Mitsubishi mn triton,silver,DIESEL,MITSUBISHI,MANUAL,227503,16500,VIC,2012,mn triton,2.5,2.0,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2016 Land Rover Range Rover Sport,black,DIESEL,LAND-ROVER,AUTOMATIC,109000,55000,VIC,2016,Range Rover Sport,4.0,4.5,4.0,Large SUV,4WD,RANGE-ROVER-SPORT,RANGE-ROVER-SPORT
2012 Nissan Micra,silver,PETROL,NISSAN,AUTOMATIC,111800,8000,VIC,2012,Micra,1.5,1.5,1.0,Hatchback,FWD,MICRA,MICRA
2016 Honda CR-V,grey,PETROL,HONDA,AUTOMATIC,200000,13890,WA,2016,CR-V,3.0,3.0,3.0,Medium SUV,FWD,CR-V,CR-V
2018 Toyota corolla hatch cv ascent premium siliver,silver,PETROL,TOYOTA,AUTOMATIC,78000,20000,WA,2018,corolla hatch cv ascent premium siliver,2.5,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2013 Holden commodore ss z series,grey,PETROL,HOLDEN,MANUAL,96700,33990,WA,2013,commodore ss z series,4.0,3.5,4.0,Sedan,RWD,COMMODORE,COMMODORE-SS-Z-SERIES
2007 Nissan Patrol,white,DIESEL,NISSAN,AUTOMATIC,187000,24000,WA,2007,Patrol,3.5,3.0,5.0,Large SUV,4WD,PATROL,PATROL
2014 Honda Civic,black,OTHER,HONDA,AUTOMATIC,116000,11999,WA,2014,Civic,2.5,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
